line_name,electric_grid_name,line_type,node_1_name,node_2_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,length
branchout_line_5_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,136,137,1,0,0,0.011
line_5_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,136,138,1,0,0,0.017
branchout_line_5_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,138,139,1,0,0,0.011
line_5_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,138,140,1,0,0,0.017
branchout_line_5_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,140,141,1,0,0,0.011
line_5_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,140,142,1,0,0,0.017
branchout_line_5_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,142,143,1,0,0,0.011
line_5_11,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,142,144,1,0,0,0.017
branchout_line_5_11,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,144,145,1,0,0,0.011
line_5_12,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,144,146,1,0,0,0.017
branchout_line_5_12,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,146,147,1,0,0,0.011
line_5_13,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,146,148,1,0,0,0.017
branchout_line_5_13,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,148,149,1,0,0,0.011
line_5_14,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,148,150,1,0,0,0.017
branchout_line_5_14,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,150,151,1,0,0,0.011
line_5_15,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,150,152,1,0,0,0.017
branchout_line_5_15,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,152,153,1,0,0,0.011
line_5_16,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,152,154,1,0,0,0.017
branchout_line_5_16,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,154,155,1,0,0,0.011
line_5_17,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,154,156,1,0,0,0.017
branchout_line_5_17,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,156,157,1,0,0,0.011
line_5_18,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,156,158,1,0,0,0.017
branchout_line_5_18,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,158,159,1,0,0,0.011
line_5_19,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,158,160,1,0,0,0.017
branchout_line_5_19,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,160,161,1,0,0,0.011
line_6_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,1,162,1,0,0,0.025
branchout_line_6_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,162,163,1,0,0,0.011
line_6_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,162,164,1,0,0,0.025
branchout_line_6_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,164,165,1,0,0,0.011
line_6_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,164,166,1,0,0,0.025
branchout_line_6_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,166,167,1,0,0,0.011
line_6_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,166,168,1,0,0,0.025
branchout_line_6_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,168,169,1,0,0,0.011
line_6_5,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,168,170,1,0,0,0.025
branchout_line_6_5,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,170,171,1,0,0,0.011
line_6_6,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,170,172,1,0,0,0.025
branchout_line_6_6,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,172,173,1,0,0,0.011
line_6_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,172,174,1,0,0,0.025
branchout_line_6_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,174,175,1,0,0,0.011
line_6_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,174,176,1,0,0,0.025
branchout_line_6_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,176,177,1,0,0,0.011
line_6_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,176,178,1,0,0,0.025
branchout_line_6_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,178,179,1,0,0,0.011
line_6_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,178,180,1,0,0,0.025
branchout_line_6_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,180,181,1,0,0,0.011
line_7_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,1,182,1,0,0,0.025
branchout_line_7_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,182,183,1,0,0,0.011
line_7_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,182,184,1,0,0,0.025
branchout_line_7_2,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,184,185,1,0,0,0.011
line_7_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,184,186,1,0,0,0.025
branchout_line_7_3,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,186,187,1,0,0,0.011
line_7_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,186,188,1,0,0,0.025
branchout_line_7_4,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,188,189,1,0,0,0.011
line_7_5,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,188,190,1,0,0,0.025
branchout_line_7_5,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,190,191,1,0,0,0.011
line_7_6,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,190,192,1,0,0,0.025
branchout_line_7_6,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,192,193,1,0,0,0.011
line_7_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,192,194,1,0,0,0.025
branchout_line_7_7,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,194,195,1,0,0,0.011
line_7_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,194,196,1,0,0,0.025
branchout_line_7_8,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,196,197,1,0,0,0.011
line_7_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,196,198,1,0,0,0.025
branchout_line_7_9,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NYY 4x35,198,199,1,0,0,0.011
line_7_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,198,200,1,0,0,0.025
branchout_line_7_10,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x50,200,201,1,0,0,0.011
line_8_1,kerber_vorstadtnetz_kabel_1,kerber_vorstadtnetz_kabel_1_NAYY 4x150,1,202,1,0,0,0.025
