line_type,row,col,resistance,reactance,capacitance
case141_dist_92,1,1,0.020699218749999998,0.027532031250000002,0.0
case141_dist_93,1,1,0.020699218749999998,0.027532031250000002,0.0
case141_dist_94,1,1,0.0690309375,0.048834062500000004,0.0
case141_dist_95,1,1,0.09746734375,0.06893046875,0.0
case141_dist_96,1,1,0.09063453125000001,0.019694375,0.0
case141_dist_97,1,1,0.0033159375,0.0008039062499999999,0.0
case141_dist_98,1,1,0.0033159375,0.0008039062499999999,0.0
case141_dist_99,1,1,0.02321125,0.0164790625,0.0
case141_dist_100,1,1,0.0580784375,0.04109703125,0.0
case141_dist_101,1,1,0.08932828125,0.021804531250000002,0.0
case141_dist_102,1,1,0.06320296875,0.015373750000000002,0.0
case141_dist_103,1,1,0.11756359375,0.02863734375,0.0
case141_dist_104,1,1,0.01145484375,0.0026125,0.0
case141_dist_105,1,1,0.0853090625,0.0207996875,0.0
case141_dist_106,1,1,0.06149484374999999,0.0261253125,0.0
case141_dist_107,1,1,0.0454178125,0.019292499999999997,0.0
case141_dist_108,1,1,0.0033159375,0.0008039062499999999,0.0
case141_dist_109,1,1,0.07224640625,0.05114515625,0.0
case141_dist_110,1,1,0.10751546875,0.02622578125,0.0
case141_dist_111,1,1,0.0348671875,0.02461796875,0.0
case141_dist_112,1,1,0.06260015625,0.0443125,0.0
case141_dist_113,1,1,0.067121875,0.0475278125,0.0
case141_dist_114,1,1,0.00401921875,0.00100484375,0.0
case141_dist_115,1,1,0.05084375,0.036776249999999996,0.0
case141_dist_116,1,1,0.016177499999999997,0.01145484375,0.0
case141_dist_117,1,1,0.0464225,0.032857500000000005,0.0
case141_dist_118,1,1,0.04260421875,0.03014453125,0.0
case141_dist_119,1,1,0.05094421875,0.03607296875,0.0
case141_dist_120,1,1,0.07355265625,0.05204953125,0.0
case141_dist_121,1,1,0.05868140625,0.041599375,0.0
case141_dist_122,1,1,0.061293906249999995,0.043408125,0.0
case141_dist_123,1,1,0.0786771875,0.055666875,0.0
case141_dist_124,1,1,0.08380171874999999,0.06099234375,0.0
case141_dist_125,1,1,0.0348671875,0.02461796875,0.0
case141_dist_126,1,1,0.057274531249999996,0.04220234375,0.0
case141_dist_127,1,1,0.058781875,0.0427046875,0.0
case141_dist_128,1,1,0.0103496875,0.00733515625,0.0
case141_dist_129,1,1,0.0356709375,0.025421875,0.0
case141_dist_130,1,1,0.0348671875,0.02461796875,0.0
case141_dist_131,1,1,0.092443125,0.06722234375,0.0
case141_dist_132,1,1,0.08450515625,0.06149484374999999,0.0
case141_dist_133,1,1,0.052953906249999995,0.037479687500000004,0.0
case141_dist_134,1,1,0.03034546875,0.021503124999999998,0.0
case141_dist_135,1,1,0.05868140625,0.041599375,0.0
case141_dist_136,1,1,0.07727046874999999,0.05616921875,0.0
case141_dist_137,1,1,0.09545765625,0.06762421874999999,0.0
case141_dist_138,1,1,0.05215,0.0378815625,0.0
case141_dist_139,1,1,0.05868140625,0.041599375,0.0
