node_name,electric_grid_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,voltage,latitude,longitude
53,case141_dist,1,0,0,12500.0,,
54,case141_dist,1,0,0,12500.0,,
55,case141_dist,1,0,0,12500.0,,
56,case141_dist,1,0,0,12500.0,,
57,case141_dist,1,0,0,12500.0,,
58,case141_dist,1,0,0,12500.0,,
59,case141_dist,1,0,0,12500.0,,
60,case141_dist,1,0,0,12500.0,,
61,case141_dist,1,0,0,12500.0,,
62,case141_dist,1,0,0,12500.0,,
63,case141_dist,1,0,0,12500.0,,
64,case141_dist,1,0,0,12500.0,,
65,case141_dist,1,0,0,12500.0,,
66,case141_dist,1,0,0,12500.0,,
67,case141_dist,1,0,0,12500.0,,
68,case141_dist,1,0,0,12500.0,,
69,case141_dist,1,0,0,12500.0,,
70,case141_dist,1,0,0,12500.0,,
71,case141_dist,1,0,0,12500.0,,
72,case141_dist,1,0,0,12500.0,,
73,case141_dist,1,0,0,12500.0,,
74,case141_dist,1,0,0,12500.0,,
75,case141_dist,1,0,0,12500.0,,
76,case141_dist,1,0,0,12500.0,,
77,case141_dist,1,0,0,12500.0,,
78,case141_dist,1,0,0,12500.0,,
79,case141_dist,1,0,0,12500.0,,
80,case141_dist,1,0,0,12500.0,,
81,case141_dist,1,0,0,12500.0,,
82,case141_dist,1,0,0,12500.0,,
83,case141_dist,1,0,0,12500.0,,
84,case141_dist,1,0,0,12500.0,,
85,case141_dist,1,0,0,12500.0,,
86,case141_dist,1,0,0,12500.0,,
87,case141_dist,1,0,0,12500.0,,
88,case141_dist,1,0,0,12500.0,,
89,case141_dist,1,0,0,12500.0,,
90,case141_dist,1,0,0,12500.0,,
91,case141_dist,1,0,0,12500.0,,
92,case141_dist,1,0,0,12500.0,,
93,case141_dist,1,0,0,12500.0,,
94,case141_dist,1,0,0,12500.0,,
95,case141_dist,1,0,0,12500.0,,
96,case141_dist,1,0,0,12500.0,,
97,case141_dist,1,0,0,12500.0,,
98,case141_dist,1,0,0,12500.0,,
99,case141_dist,1,0,0,12500.0,,
100,case141_dist,1,0,0,12500.0,,
101,case141_dist,1,0,0,12500.0,,
102,case141_dist,1,0,0,12500.0,,
103,case141_dist,1,0,0,12500.0,,
104,case141_dist,1,0,0,12500.0,,
105,case141_dist,1,0,0,12500.0,,
106,case141_dist,1,0,0,12500.0,,
107,case141_dist,1,0,0,12500.0,,
108,case141_dist,1,0,0,12500.0,,
109,case141_dist,1,0,0,12500.0,,
110,case141_dist,1,0,0,12500.0,,
111,case141_dist,1,0,0,12500.0,,
112,case141_dist,1,0,0,12500.0,,
113,case141_dist,1,0,0,12500.0,,
114,case141_dist,1,0,0,12500.0,,
115,case141_dist,1,0,0,12500.0,,
116,case141_dist,1,0,0,12500.0,,
117,case141_dist,1,0,0,12500.0,,
118,case141_dist,1,0,0,12500.0,,
119,case141_dist,1,0,0,12500.0,,
120,case141_dist,1,0,0,12500.0,,
121,case141_dist,1,0,0,12500.0,,
122,case141_dist,1,0,0,12500.0,,
123,case141_dist,1,0,0,12500.0,,
124,case141_dist,1,0,0,12500.0,,
125,case141_dist,1,0,0,12500.0,,
126,case141_dist,1,0,0,12500.0,,
127,case141_dist,1,0,0,12500.0,,
128,case141_dist,1,0,0,12500.0,,
129,case141_dist,1,0,0,12500.0,,
130,case141_dist,1,0,0,12500.0,,
131,case141_dist,1,0,0,12500.0,,
132,case141_dist,1,0,0,12500.0,,
133,case141_dist,1,0,0,12500.0,,
134,case141_dist,1,0,0,12500.0,,
135,case141_dist,1,0,0,12500.0,,
136,case141_dist,1,0,0,12500.0,,
137,case141_dist,1,0,0,12500.0,,
138,case141_dist,1,0,0,12500.0,,
139,case141_dist,1,0,0,12500.0,,
140,case141_dist,1,0,0,12500.0,,
