node_name,electric_grid_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,voltage,latitude,longitude
38,kerber_dorfnetz,1,0,0,400.0,,
39,kerber_dorfnetz,1,0,0,400.0,,
40,kerber_dorfnetz,1,0,0,400.0,,
41,kerber_dorfnetz,1,0,0,400.0,,
42,kerber_dorfnetz,1,0,0,400.0,,
43,kerber_dorfnetz,1,0,0,400.0,,
44,kerber_dorfnetz,1,0,0,400.0,,
45,kerber_dorfnetz,1,0,0,400.0,,
46,kerber_dorfnetz,1,0,0,400.0,,
47,kerber_dorfnetz,1,0,0,400.0,,
48,kerber_dorfnetz,1,0,0,400.0,,
49,kerber_dorfnetz,1,0,0,400.0,,
50,kerber_dorfnetz,1,0,0,400.0,,
51,kerber_dorfnetz,1,0,0,400.0,,
52,kerber_dorfnetz,1,0,0,400.0,,
53,kerber_dorfnetz,1,0,0,400.0,,
54,kerber_dorfnetz,1,0,0,400.0,,
55,kerber_dorfnetz,1,0,0,400.0,,
56,kerber_dorfnetz,1,0,0,400.0,,
57,kerber_dorfnetz,1,0,0,400.0,,
58,kerber_dorfnetz,1,0,0,400.0,,
59,kerber_dorfnetz,1,0,0,400.0,,
60,kerber_dorfnetz,1,0,0,400.0,,
61,kerber_dorfnetz,1,0,0,400.0,,
62,kerber_dorfnetz,1,0,0,400.0,,
63,kerber_dorfnetz,1,0,0,400.0,,
64,kerber_dorfnetz,1,0,0,400.0,,
65,kerber_dorfnetz,1,0,0,400.0,,
66,kerber_dorfnetz,1,0,0,400.0,,
67,kerber_dorfnetz,1,0,0,400.0,,
68,kerber_dorfnetz,1,0,0,400.0,,
69,kerber_dorfnetz,1,0,0,400.0,,
70,kerber_dorfnetz,1,0,0,400.0,,
71,kerber_dorfnetz,1,0,0,400.0,,
72,kerber_dorfnetz,1,0,0,400.0,,
73,kerber_dorfnetz,1,0,0,400.0,,
74,kerber_dorfnetz,1,0,0,400.0,,
75,kerber_dorfnetz,1,0,0,400.0,,
76,kerber_dorfnetz,1,0,0,400.0,,
77,kerber_dorfnetz,1,0,0,400.0,,
78,kerber_dorfnetz,1,0,0,400.0,,
79,kerber_dorfnetz,1,0,0,400.0,,
80,kerber_dorfnetz,1,0,0,400.0,,
81,kerber_dorfnetz,1,0,0,400.0,,
82,kerber_dorfnetz,1,0,0,400.0,,
83,kerber_dorfnetz,1,0,0,400.0,,
84,kerber_dorfnetz,1,0,0,400.0,,
85,kerber_dorfnetz,1,0,0,400.0,,
86,kerber_dorfnetz,1,0,0,400.0,,
87,kerber_dorfnetz,1,0,0,400.0,,
88,kerber_dorfnetz,1,0,0,400.0,,
89,kerber_dorfnetz,1,0,0,400.0,,
90,kerber_dorfnetz,1,0,0,400.0,,
91,kerber_dorfnetz,1,0,0,400.0,,
92,kerber_dorfnetz,1,0,0,400.0,,
93,kerber_dorfnetz,1,0,0,400.0,,
94,kerber_dorfnetz,1,0,0,400.0,,
95,kerber_dorfnetz,1,0,0,400.0,,
96,kerber_dorfnetz,1,0,0,400.0,,
97,kerber_dorfnetz,1,0,0,400.0,,
98,kerber_dorfnetz,1,0,0,400.0,,
99,kerber_dorfnetz,1,0,0,400.0,,
100,kerber_dorfnetz,1,0,0,400.0,,
101,kerber_dorfnetz,1,0,0,400.0,,
102,kerber_dorfnetz,1,0,0,400.0,,
103,kerber_dorfnetz,1,0,0,400.0,,
104,kerber_dorfnetz,1,0,0,400.0,,
105,kerber_dorfnetz,1,0,0,400.0,,
106,kerber_dorfnetz,1,0,0,400.0,,
107,kerber_dorfnetz,1,0,0,400.0,,
108,kerber_dorfnetz,1,0,0,400.0,,
109,kerber_dorfnetz,1,0,0,400.0,,
110,kerber_dorfnetz,1,0,0,400.0,,
111,kerber_dorfnetz,1,0,0,400.0,,
112,kerber_dorfnetz,1,0,0,400.0,,
113,kerber_dorfnetz,1,0,0,400.0,,
114,kerber_dorfnetz,1,0,0,400.0,,
115,kerber_dorfnetz,1,0,0,400.0,,
