node_name,electric_grid_name,is_phase_0_connected,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,voltage,latitude,longitude,node_annotation
22,hougang_405node,0,1,1,1,22000.0,1.367,103.8837,residential
23,hougang_405node,0,1,1,1,22000.0,1.3666,103.8842,residential
24,hougang_405node,0,1,1,1,22000.0,1.3656,103.8835,residential
25,hougang_405node,0,1,1,1,22000.0,1.3657,103.8854,residential
26,hougang_405node,0,1,1,1,22000.0,1.3668,103.886,residential
27,hougang_405node,0,1,1,1,22000.0,1.3693,103.8851,residential
28,hougang_405node,0,1,1,1,22000.0,1.3675,103.8833,residential
29,hougang_405node,0,1,1,1,22000.0,1.3674,103.8841,residential
30,hougang_405node,0,1,1,1,22000.0,1.3686,103.8846,residential
31,hougang_405node,0,1,1,1,22000.0,1.3674,103.8853,residential
32,hougang_405node,0,1,1,1,22000.0,1.367,103.8871,residential
33,hougang_405node,0,1,1,1,22000.0,1.3598,103.8976,industrial
34,hougang_405node,0,1,1,1,22000.0,1.3586,103.8974,industrial
35,hougang_405node,0,1,1,1,22000.0,1.3592,103.8978,industrial
36,hougang_405node,0,1,1,1,22000.0,1.3596,103.8987,industrial
37,hougang_405node,0,1,1,1,22000.0,1.3598,103.8983,industrial
38,hougang_405node,0,1,1,1,22000.0,1.3604,103.8995,industrial
39,hougang_405node,0,1,1,1,22000.0,1.3597,103.8993,industrial
40,hougang_405node,0,1,1,1,22000.0,1.3586,103.8994,industrial
41,hougang_405node,0,1,1,1,22000.0,1.3586,103.8999,industrial
42,hougang_405node,0,1,1,1,22000.0,1.3601,103.9001,industrial
43,hougang_405node,0,1,1,1,22000.0,1.3597,103.9005,industrial
44,hougang_405node,0,1,1,1,22000.0,1.3572,103.901,industrial
45,hougang_405node,0,1,1,1,22000.0,1.3588,103.9006,industrial
46,hougang_405node,0,1,1,1,22000.0,1.3598,103.9016,industrial
47,hougang_405node,0,1,1,1,22000.0,1.3592,103.9016,industrial
48,hougang_405node,0,1,1,1,22000.0,1.3594,103.9031,industrial
49,hougang_405node,0,1,1,1,22000.0,1.3639,103.894,residential
50,hougang_405node,0,1,1,1,22000.0,1.3649,103.8948,residential
51,hougang_405node,0,1,1,1,22000.0,1.3612,103.8977,industrial
52,hougang_405node,0,1,1,1,22000.0,1.3676,103.8904,residential
53,hougang_405node,0,1,1,1,22000.0,1.366,103.8936,residential
54,hougang_405node,0,1,1,1,22000.0,1.3672,103.8975,residential
55,hougang_405node,0,1,1,1,22000.0,1.3616,103.8994,residential
56,hougang_405node,0,1,1,1,22000.0,1.3618,103.9022,industrial
57,hougang_405node,0,1,1,1,22000.0,1.3608,103.9022,industrial
58,hougang_405node,0,1,1,1,22000.0,1.3611,103.9031,industrial
59,hougang_405node,0,1,1,1,22000.0,1.3696,103.9,residential
60,hougang_405node,0,1,1,1,22000.0,1.3721,103.8802,residential
61,hougang_405node,0,1,1,1,22000.0,1.3706,103.8793,residential
62,hougang_405node,0,1,1,1,22000.0,1.3714,103.8799,residential
63,hougang_405node,0,1,1,1,22000.0,1.3728,103.8816,residential
64,hougang_405node,0,1,1,1,22000.0,1.3721,103.8812,residential
65,hougang_405node,0,1,1,1,22000.0,1.3704,103.8811,residential
66,hougang_405node,0,1,1,1,22000.0,1.3701,103.8821,residential
67,hougang_405node,0,1,1,1,22000.0,1.3748,103.8796,residential
68,hougang_405node,0,1,1,1,22000.0,1.3754,103.8818,residential
69,hougang_405node,0,1,1,1,22000.0,1.3753,103.8824,residential
70,hougang_405node,0,1,1,1,22000.0,1.3768,103.8785,residential
71,hougang_405node,0,1,1,1,22000.0,1.376,103.8779,residential
72,hougang_405node,0,1,1,1,22000.0,1.3784,103.8795,residential
73,hougang_405node,0,1,1,1,22000.0,1.3779,103.8797,residential
74,hougang_405node,0,1,1,1,22000.0,1.3768,103.8795,residential
75,hougang_405node,0,1,1,1,22000.0,1.3762,103.8811,residential
76,hougang_405node,0,1,1,1,22000.0,1.3692,103.8957,residential
77,hougang_405node,0,1,1,1,22000.0,1.3756,103.884,residential
78,hougang_405node,0,1,1,1,22000.0,1.3736,103.883,residential
79,hougang_405node,0,1,1,1,22000.0,1.3722,103.8849,residential
80,hougang_405node,0,1,1,1,22000.0,1.3702,103.8851,residential
81,hougang_405node,0,1,1,1,22000.0,1.375,103.8873,residential
82,hougang_405node,0,1,1,1,22000.0,1.3725,103.8889,residential
83,hougang_405node,0,1,1,1,22000.0,1.3791,103.8851,residential
84,hougang_405node,0,1,1,1,22000.0,1.3765,103.8832,residential
85,hougang_405node,0,1,1,1,22000.0,1.3765,103.8857,residential
86,hougang_405node,0,1,1,1,22000.0,1.3779,103.8874,residential
87,hougang_405node,0,1,1,1,22000.0,1.3759,103.8888,residential
88,hougang_405node,0,1,1,1,22000.0,1.3748,103.891,residential
89,hougang_405node,0,1,1,1,22000.0,1.3741,103.8906,residential
90,hougang_405node,0,1,1,1,22000.0,1.3763,103.8936,residential
91,hougang_405node,0,1,1,1,22000.0,1.3735,103.8934,residential
92,hougang_405node,0,1,1,1,22000.0,1.372,103.8974,residential
93,hougang_405node,0,1,1,1,22000.0,1.371,103.8976,residential
94,hougang_405node,0,1,1,1,22000.0,1.3704,103.8971,residential
95,hougang_405node,0,1,1,1,22000.0,1.3704,103.8977,residential
96,hougang_405node,0,1,1,1,22000.0,1.3714,103.8983,residential
97,hougang_405node,0,1,1,1,22000.0,1.373,103.9012,residential
98,hougang_405node,0,1,1,1,22000.0,1.3596,103.8949,industrial
99,hougang_405node,0,1,1,1,22000.0,1.3592,103.8949,industrial
100,hougang_405node,0,1,1,1,22000.0,1.359,103.8964,industrial
101,hougang_405node,0,1,1,1,22000.0,1.3589,103.8983,industrial
102,hougang_405node,0,1,1,1,22000.0,1.3597,103.9023,industrial
103,hougang_405node,0,1,1,1,22000.0,1.3586,103.9024,industrial
104,hougang_405node,0,1,1,1,22000.0,1.3606,103.8966,industrial
105,hougang_405node,0,1,1,1,22000.0,1.3612,103.8985,industrial
106,hougang_405node,0,1,1,1,22000.0,1.3605,103.8988,industrial
107,hougang_405node,0,1,1,1,22000.0,1.3653,103.8966,residential
108,hougang_405node,0,1,1,1,22000.0,1.3693,103.8985,residential
109,hougang_405node,0,1,1,1,22000.0,1.3686,103.8981,residential
110,hougang_405node,0,1,1,1,22000.0,1.3607,103.9002,industrial
111,hougang_405node,0,1,1,1,22000.0,1.3608,103.9013,industrial
112,hougang_405node,0,1,1,1,22000.0,1.3619,103.903,industrial
113,hougang_405node,0,1,1,1,22000.0,1.362,103.904,industrial
114,hougang_405node,0,1,1,1,22000.0,1.3739,103.879,residential
115,hougang_405node,0,1,1,1,22000.0,1.3739,103.8797,residential
116,hougang_405node,0,1,1,1,22000.0,1.3745,103.8808,residential
117,hougang_405node,0,1,1,1,22000.0,1.3735,103.882,residential
118,hougang_405node,0,1,1,1,22000.0,1.378,103.8785,residential
119,hougang_405node,0,1,1,1,22000.0,1.373,103.8839,residential
120,hougang_405node,0,1,1,1,22000.0,1.3738,103.8839,residential
121,hougang_405node,0,1,1,1,22000.0,1.35,103.8988,industrial
122,hougang_405node,0,1,1,1,22000.0,1.3543,103.8985,industrial
123,hougang_405node,0,1,1,1,22000.0,1.3715,103.8844,residential
124,hougang_405node,0,1,1,1,22000.0,1.3731,103.8877,residential
125,hougang_405node,0,1,1,1,22000.0,1.3721,103.8878,residential
126,hougang_405node,0,1,1,1,22000.0,1.3712,103.8862,residential
127,hougang_405node,0,1,1,1,22000.0,1.3706,103.8858,residential
128,hougang_405node,0,1,1,1,22000.0,1.371,103.8871,residential
129,hougang_405node,0,1,1,1,22000.0,1.3785,103.8838,residential
130,hougang_405node,0,1,1,1,22000.0,1.3789,103.886,residential
131,hougang_405node,0,1,1,1,22000.0,1.3777,103.8839,residential
132,hougang_405node,0,1,1,1,22000.0,1.376,103.8876,residential
133,hougang_405node,0,1,1,1,22000.0,1.3755,103.8904,residential
134,hougang_405node,0,1,1,1,22000.0,1.371,103.8901,residential
135,hougang_405node,0,1,1,1,22000.0,1.3703,103.8899,residential
136,hougang_405node,0,1,1,1,22000.0,1.3716,103.8937,commercial
137,hougang_405node,0,1,1,1,22000.0,1.3709,103.8945,commercial
138,hougang_405node,0,1,1,1,22000.0,1.3728,103.8947,residential
139,hougang_405node,0,1,1,1,22000.0,1.3737,103.8953,residential
140,hougang_405node,0,1,1,1,22000.0,1.3738,103.8962,residential
141,hougang_405node,0,1,1,1,22000.0,1.3747,103.8957,residential
142,hougang_405node,0,1,1,1,22000.0,1.3775,103.8904,residential
143,hougang_405node,0,1,1,1,22000.0,1.3747,103.8965,residential
144,hougang_405node,0,1,1,1,22000.0,1.3722,103.8991,residential
145,hougang_405node,0,1,1,1,22000.0,1.3725,103.8999,residential
146,hougang_405node,0,1,1,1,22000.0,1.3699,103.8832,residential
147,hougang_405node,0,1,1,1,22000.0,1.3693,103.8837,residential
148,hougang_405node,0,1,1,1,22000.0,1.366,103.8886,residential
149,hougang_405node,0,1,1,1,22000.0,1.3656,103.8944,residential
150,hougang_405node,0,1,1,1,22000.0,1.37,103.8933,residential
151,hougang_405node,0,1,1,1,22000.0,1.3636,103.8796,residential
152,hougang_405node,0,1,1,1,22000.0,1.3615,103.8751,residential
153,hougang_405node,0,1,1,1,22000.0,1.3603,103.8748,residential
154,hougang_405node,0,1,1,1,22000.0,1.3609,103.8752,residential
155,hougang_405node,0,1,1,1,22000.0,1.3584,103.8748,residential
156,hougang_405node,0,1,1,1,22000.0,1.3632,103.8747,residential
157,hougang_405node,0,1,1,1,22000.0,1.3624,103.8736,residential
158,hougang_405node,0,1,1,1,22000.0,1.3621,103.8737,residential
159,hougang_405node,0,1,1,1,22000.0,1.3615,103.8737,residential
160,hougang_405node,0,1,1,1,22000.0,1.3634,103.8753,residential
161,hougang_405node,0,1,1,1,22000.0,1.3621,103.8776,residential
162,hougang_405node,0,1,1,1,22000.0,1.3598,103.877,residential
163,hougang_405node,0,1,1,1,22000.0,1.3592,103.8766,residential
164,hougang_405node,0,1,1,1,22000.0,1.3607,103.8785,residential
165,hougang_405node,0,1,1,1,22000.0,1.3586,103.8775,residential
166,hougang_405node,0,1,1,1,22000.0,1.3592,103.8787,residential
167,hougang_405node,0,1,1,1,22000.0,1.361,103.8793,residential
168,hougang_405node,0,1,1,1,22000.0,1.367,103.876,residential
169,hougang_405node,0,1,1,1,22000.0,1.3686,103.8783,residential
170,hougang_405node,0,1,1,1,22000.0,1.3675,103.8767,residential
171,hougang_405node,0,1,1,1,22000.0,1.3644,103.8766,residential
172,hougang_405node,0,1,1,1,22000.0,1.3645,103.8772,residential
173,hougang_405node,0,1,1,1,22000.0,1.3642,103.8777,residential
174,hougang_405node,0,1,1,1,22000.0,1.3647,103.8781,residential
175,hougang_405node,0,1,1,1,22000.0,1.3641,103.879,residential
176,hougang_405node,0,1,1,1,22000.0,1.3604,103.874,commercial
177,hougang_405node,0,1,1,1,22000.0,1.3396,103.8925,industrial
178,hougang_405node,0,1,1,1,22000.0,1.3405,103.8902,industrial
179,hougang_405node,0,1,1,1,22000.0,1.3396,103.8903,industrial
180,hougang_405node,0,1,1,1,22000.0,1.3532,103.8777,mixed_commercial_residential
181,hougang_405node,0,1,1,1,22000.0,1.3577,103.8753,industrial
182,hougang_405node,0,1,1,1,22000.0,1.3503,103.8813,residential
183,hougang_405node,0,1,1,1,22000.0,1.3496,103.8799,mixed_commercial_residential
184,hougang_405node,0,1,1,1,22000.0,1.349,103.8806,residential
185,hougang_405node,0,1,1,1,22000.0,1.3541,103.8786,residential
186,hougang_405node,0,1,1,1,22000.0,1.3528,103.8784,residential
187,hougang_405node,0,1,1,1,22000.0,1.3572,103.8765,residential
188,hougang_405node,0,1,1,1,22000.0,1.3557,103.8773,mixed_commercial_residential
189,hougang_405node,0,1,1,1,22000.0,1.355,103.8798,residential
190,hougang_405node,0,1,1,1,22000.0,1.3527,103.88,residential
191,hougang_405node,0,1,1,1,22000.0,1.356,103.8795,residential
192,hougang_405node,0,1,1,1,22000.0,1.3393,103.8906,industrial
193,hougang_405node,0,1,1,1,22000.0,1.3392,103.8916,industrial
194,hougang_405node,0,1,1,1,22000.0,1.3379,103.8916,industrial
195,hougang_405node,0,1,1,1,22000.0,1.3389,103.8921,industrial
196,hougang_405node,0,1,1,1,22000.0,1.3402,103.8897,industrial
197,hougang_405node,0,1,1,1,22000.0,1.3397,103.8902,industrial
198,hougang_405node,0,1,1,1,22000.0,1.3415,103.8905,industrial
199,hougang_405node,0,1,1,1,22000.0,1.3409,103.8899,industrial
200,hougang_405node,0,1,1,1,22000.0,1.3405,103.8903,industrial
201,hougang_405node,0,1,1,1,22000.0,1.3412,103.8911,industrial
202,hougang_405node,0,1,1,1,22000.0,1.3406,103.8914,industrial
203,hougang_405node,0,1,1,1,22000.0,1.3422,103.8932,industrial
204,hougang_405node,0,1,1,1,22000.0,1.3519,103.8793,residential
205,hougang_405node,0,1,1,1,22000.0,1.3519,103.8805,residential
206,hougang_405node,0,1,1,1,22000.0,1.3575,103.8944,industrial
207,hougang_405node,0,1,1,1,22000.0,1.3531,103.8927,industrial
208,hougang_405node,0,1,1,1,22000.0,1.3369,103.8891,industrial
209,hougang_405node,0,1,1,1,22000.0,1.3531,103.887,residential
210,hougang_405node,0,1,1,1,22000.0,1.3532,103.8858,residential
211,hougang_405node,0,1,1,1,22000.0,1.3567,103.8887,residential
212,hougang_405node,0,1,1,1,22000.0,1.355,103.8905,residential
213,hougang_405node,0,1,1,1,22000.0,1.3555,103.8927,industrial
214,hougang_405node,0,1,1,1,22000.0,1.3539,103.893,industrial
215,hougang_405node,0,1,1,1,22000.0,1.3531,103.8927,industrial
216,hougang_405node,0,1,1,1,22000.0,1.3545,103.8932,industrial
217,hougang_405node,0,1,1,1,22000.0,1.3542,103.8943,industrial
218,hougang_405node,0,1,1,1,22000.0,1.3548,103.8958,industrial
219,hougang_405node,0,1,1,1,22000.0,1.354,103.895,industrial
220,hougang_405node,0,1,1,1,22000.0,1.3545,103.8962,industrial
221,hougang_405node,0,1,1,1,22000.0,1.3577,103.8919,residential
222,hougang_405node,0,1,1,1,22000.0,1.3586,103.8916,residential
223,hougang_405node,0,1,1,1,22000.0,1.3574,103.8934,industrial
224,hougang_405node,0,1,1,1,22000.0,1.3567,103.8941,industrial
225,hougang_405node,0,1,1,1,22000.0,1.3559,103.8938,industrial
226,hougang_405node,0,1,1,1,22000.0,1.3564,103.893,industrial
227,hougang_405node,0,1,1,1,22000.0,1.3574,103.8944,industrial
228,hougang_405node,0,1,1,1,22000.0,1.3572,103.8964,industrial
229,hougang_405node,0,1,1,1,22000.0,1.3586,103.8938,industrial
230,hougang_405node,0,1,1,1,22000.0,1.3584,103.8947,industrial
231,hougang_405node,0,1,1,1,22000.0,1.3556,103.8974,industrial
232,hougang_405node,0,1,1,1,22000.0,1.3548,103.897,industrial
233,hougang_405node,0,1,1,1,22000.0,1.3566,103.8977,industrial
234,hougang_405node,0,1,1,1,22000.0,1.3563,103.8974,industrial
235,hougang_405node,0,1,1,1,22000.0,1.3518,103.8829,residential
236,hougang_405node,0,1,1,1,22000.0,1.3551,103.8936,industrial
237,hougang_405node,0,1,1,1,22000.0,1.3551,103.8949,industrial
238,hougang_405node,0,1,1,1,22000.0,1.3556,103.8962,industrial
239,hougang_405node,0,1,1,1,22000.0,1.3556,103.8952,industrial
240,hougang_405node,0,1,1,1,22000.0,1.3567,103.8956,industrial
241,hougang_405node,0,1,1,1,22000.0,1.3579,103.8959,industrial
242,hougang_405node,0,1,1,1,22000.0,1.357,103.8968,industrial
243,hougang_405node,0,1,1,1,22000.0,1.3531,103.8877,residential
244,hougang_405node,0,1,1,1,22000.0,1.3562,103.8906,residential
245,hougang_405node,0,1,1,1,22000.0,1.3413,103.8976,industrial
246,hougang_405node,0,1,1,1,22000.0,1.358,103.8965,industrial
247,hougang_405node,0,1,1,1,22000.0,1.3607,103.8885,residential
248,hougang_405node,0,1,1,1,22000.0,1.3633,103.8879,industrial
249,hougang_405node,0,1,1,1,22000.0,1.3438,103.895,industrial
250,hougang_405node,0,1,1,1,22000.0,1.3382,103.8953,industrial
251,hougang_405node,0,1,1,1,22000.0,1.3552,103.8812,residential
252,hougang_405node,0,1,1,1,22000.0,1.3531,103.8812,residential
253,hougang_405node,0,1,1,1,22000.0,1.3537,103.8825,residential
254,hougang_405node,0,1,1,1,22000.0,1.3572,103.8795,residential
255,hougang_405node,0,1,1,1,22000.0,1.3556,103.8809,residential
256,hougang_405node,0,1,1,1,22000.0,1.3578,103.884,mixed_commercial_residential
257,hougang_405node,0,1,1,1,22000.0,1.3566,103.8834,residential
258,hougang_405node,0,1,1,1,22000.0,1.3569,103.8848,residential
259,hougang_405node,0,1,1,1,22000.0,1.3589,103.8804,residential
260,hougang_405node,0,1,1,1,22000.0,1.3581,103.8815,residential
261,hougang_405node,0,1,1,1,22000.0,1.3595,103.8818,residential
262,hougang_405node,0,1,1,1,22000.0,1.3604,103.8826,residential
263,hougang_405node,0,1,1,1,22000.0,1.3634,103.8811,residential
264,hougang_405node,0,1,1,1,22000.0,1.3619,103.8812,residential
265,hougang_405node,0,1,1,1,22000.0,1.3622,103.8812,residential
266,hougang_405node,0,1,1,1,22000.0,1.3628,103.8819,residential
267,hougang_405node,0,1,1,1,22000.0,1.3615,103.8825,residential
268,hougang_405node,0,1,1,1,22000.0,1.3648,103.8822,residential
269,hougang_405node,0,1,1,1,22000.0,1.361,103.8829,residential
270,hougang_405node,0,1,1,1,22000.0,1.3611,103.8834,residential
271,hougang_405node,0,1,1,1,22000.0,1.3638,103.884,residential
272,hougang_405node,0,1,1,1,22000.0,1.3636,103.8845,residential
273,hougang_405node,0,1,1,1,22000.0,1.3625,103.8831,residential
274,hougang_405node,0,1,1,1,22000.0,1.3617,103.884,mixed_commercial_residential
275,hougang_405node,0,1,1,1,22000.0,1.3615,103.8836,mixed_commercial_residential
276,hougang_405node,0,1,1,1,22000.0,1.3636,103.8854,residential
277,hougang_405node,0,1,1,1,22000.0,1.3629,103.8846,residential
278,hougang_405node,0,1,1,1,22000.0,1.362,103.8856,mixed_commercial_residential
279,hougang_405node,0,1,1,1,22000.0,1.3616,103.8861,mixed_commercial_residential
280,hougang_405node,0,1,1,1,22000.0,1.3605,103.887,residential
281,hougang_405node,0,1,1,1,22000.0,1.3588,103.8888,residential
282,hougang_405node,0,1,1,1,22000.0,1.3638,103.8866,residential
283,hougang_405node,0,1,1,1,22000.0,1.3638,103.8874,residential
284,hougang_405node,0,1,1,1,22000.0,1.3626,103.8879,mixed_commercial_residential
285,hougang_405node,0,1,1,1,22000.0,1.3619,103.8869,mixed_commercial_residential
286,hougang_405node,0,1,1,1,22000.0,1.3615,103.8882,residential
287,hougang_405node,0,1,1,1,22000.0,1.365,103.8831,residential
288,hougang_405node,0,1,1,1,22000.0,1.3646,103.8838,residential
289,hougang_405node,0,1,1,1,22000.0,1.3647,103.8855,residential
290,hougang_405node,0,1,1,1,22000.0,1.3642,103.8847,residential
291,hougang_405node,0,1,1,1,22000.0,1.3401,103.8919,industrial
292,hougang_405node,0,1,1,1,22000.0,1.3398,103.8947,industrial
293,hougang_405node,0,1,1,1,22000.0,1.3409,103.8957,industrial
294,hougang_405node,0,1,1,1,22000.0,1.3598,103.8961,industrial
295,hougang_405node,0,1,1,1,22000.0,1.3574,103.8973,industrial
296,hougang_405node,0,1,1,1,22000.0,1.358,103.8983,industrial
297,hougang_405node,0,1,1,1,22000.0,1.3572,103.8981,industrial
298,hougang_405node,0,1,1,1,22000.0,1.3577,103.8995,industrial
299,hougang_405node,0,1,1,1,22000.0,1.3603,103.897,industrial
300,hougang_405node,0,1,1,1,22000.0,1.3604,103.898,industrial
301,hougang_405node,0,1,1,1,22000.0,1.3596,103.8968,industrial
302,hougang_405node,0,1,1,1,22000.0,1.3626,103.8901,residential
303,hougang_405node,0,1,1,1,22000.0,1.3624,103.891,residential
304,hougang_405node,0,1,1,1,22000.0,1.3612,103.8898,residential
305,hougang_405node,0,1,1,1,22000.0,1.3608,103.8914,residential
306,hougang_405node,0,1,1,1,22000.0,1.3612,103.8917,residential
307,hougang_405node,0,1,1,1,22000.0,1.3658,103.8921,residential
308,hougang_405node,0,1,1,1,22000.0,1.3411,103.8893,industrial
309,hougang_405node,0,1,1,1,22000.0,1.3533,103.883,residential
310,hougang_405node,0,1,1,1,22000.0,1.3604,103.8852,residential
311,hougang_405node,0,1,1,1,22000.0,1.3587,103.8838,mixed_commercial_residential
312,hougang_405node,0,1,1,1,22000.0,1.3596,103.8834,residential
313,hougang_405node,0,1,1,1,22000.0,1.3587,103.8829,residential
314,hougang_405node,0,1,1,1,22000.0,1.3587,103.8853,mixed_commercial_residential
315,hougang_405node,0,1,1,1,22000.0,1.3385,103.8897,industrial
316,hougang_405node,0,1,1,1,22000.0,1.3384,103.8907,industrial
317,hougang_405node,0,1,1,1,22000.0,1.3387,103.8913,industrial
318,hougang_405node,0,1,1,1,22000.0,1.3376,103.8925,industrial
319,hougang_405node,0,1,1,1,22000.0,1.3399,103.8911,industrial
320,hougang_405node,0,1,1,1,22000.0,1.3403,103.8938,industrial
321,hougang_405node,0,1,1,1,22000.0,1.3402,103.8942,industrial
322,hougang_405node,0,1,1,1,22000.0,1.3426,103.8924,industrial
323,hougang_405node,0,1,1,1,22000.0,1.3415,103.8929,industrial
324,hougang_405node,0,1,1,1,22000.0,1.3601,103.892,residential
325,hougang_405node,0,1,1,1,22000.0,1.3597,103.888,mixed_commercial_residential
326,hougang_405node,0,1,1,1,22000.0,1.3356,103.8922,industrial
327,hougang_405node,0,1,1,1,22000.0,1.3533,103.8942,industrial
328,hougang_405node,0,1,1,1,22000.0,1.3524,103.8944,industrial
329,hougang_405node,0,1,1,1,22000.0,1.3509,103.8936,industrial
330,hougang_405node,0,1,1,1,22000.0,1.3471,103.8943,industrial
331,hougang_405node,0,1,1,1,22000.0,1.3512,103.8921,industrial
332,hougang_405node,0,1,1,1,22000.0,1.3493,103.8839,residential
333,hougang_405node,0,1,1,1,22000.0,1.3491,103.8846,residential
334,hougang_405node,0,1,1,1,22000.0,1.3512,103.8864,residential
335,hougang_405node,0,1,1,1,22000.0,1.3512,103.8874,residential
336,hougang_405node,0,1,1,1,22000.0,1.3517,103.8896,residential
337,hougang_405node,0,1,1,1,22000.0,1.3508,103.8892,residential
338,hougang_405node,0,1,1,1,22000.0,1.3498,103.889,residential
339,hougang_405node,0,1,1,1,22000.0,1.3492,103.8865,residential
340,hougang_405node,0,1,1,1,22000.0,1.3404,103.8975,commercial
341,hougang_405node,0,1,1,1,22000.0,1.3496,103.8903,industrial
342,hougang_405node,0,1,1,1,22000.0,1.3494,103.8925,industrial
343,hougang_405node,0,1,1,1,22000.0,1.3499,103.8926,industrial
344,hougang_405node,0,1,1,1,22000.0,1.3486,103.8924,industrial
345,hougang_405node,0,1,1,1,22000.0,1.348,103.8925,industrial
346,hougang_405node,0,1,1,1,22000.0,1.3472,103.8926,industrial
347,hougang_405node,0,1,1,1,22000.0,1.3508,103.893,industrial
348,hougang_405node,0,1,1,1,22000.0,1.3502,103.8933,industrial
349,hougang_405node,0,1,1,1,22000.0,1.3496,103.8931,industrial
350,hougang_405node,0,1,1,1,22000.0,1.352,103.8922,industrial
351,hougang_405node,0,1,1,1,22000.0,1.3532,103.8943,industrial
352,hougang_405node,0,1,1,1,22000.0,1.3524,103.8936,industrial
353,hougang_405node,0,1,1,1,22000.0,1.3534,103.8949,industrial
354,hougang_405node,0,1,1,1,22000.0,1.3518,103.8942,industrial
355,hougang_405node,0,1,1,1,22000.0,1.3519,103.8933,industrial
356,hougang_405node,0,1,1,1,22000.0,1.3541,103.8968,industrial
357,hougang_405node,0,1,1,1,22000.0,1.35,103.8866,residential
358,hougang_405node,0,1,1,1,22000.0,1.3497,103.8913,industrial
359,hougang_405node,0,1,1,1,22000.0,1.3508,103.8936,industrial
360,hougang_405node,0,1,1,1,22000.0,1.3491,103.893,industrial
361,hougang_405node,0,1,1,1,22000.0,1.3485,103.893,industrial
362,hougang_405node,0,1,1,1,22000.0,1.3522,103.8913,industrial
363,hougang_405node,0,1,1,1,22000.0,1.3526,103.8942,industrial
364,hougang_405node,0,1,1,1,22000.0,1.3509,103.8907,industrial
365,hougang_405node,0,1,1,1,22000.0,1.341,103.8966,industrial
366,hougang_405node,0,1,1,1,22000.0,1.34,103.8956,industrial
367,hougang_405node,0,1,1,1,22000.0,1.3394,103.8953,industrial
368,hougang_405node,0,1,1,1,22000.0,1.3398,103.8969,industrial
369,hougang_405node,0,1,1,1,22000.0,1.3372,103.8934,industrial
370,hougang_405node,0,1,1,1,22000.0,1.3793,103.8871,residential
371,hougang_405node,0,1,1,1,22000.0,1.38,103.8893,residential
372,hougang_405node,0,1,1,1,22000.0,1.3798,103.8901,residential
373,hougang_405node,0,1,1,1,22000.0,1.3781,103.891,residential
374,hougang_405node,0,1,1,1,22000.0,1.3794,103.8917,residential
375,hougang_405node,0,1,1,1,22000.0,1.3781,103.8919,residential
376,hougang_405node,0,1,1,1,22000.0,1.3793,103.8933,residential
377,hougang_405node,0,1,1,1,22000.0,1.3791,103.8941,residential
378,hougang_405node,0,1,1,1,22000.0,1.3784,103.8935,residential
379,hougang_405node,0,1,1,1,22000.0,1.3772,103.8956,residential
380,hougang_405node,0,1,1,1,22000.0,1.3764,103.9006,residential
381,hougang_405node,0,1,1,1,22000.0,1.3782,103.9022,residential
