line_name,electric_grid_name,line_type,node_1_name,node_2_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,length
line_3_10,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,54,56,1,0,0,0.029
branchout_line_3_10,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,56,57,1,0,0,0.031
line_3_11,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,56,58,1,0,0,0.029
branchout_line_3_11,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,58,59,1,0,0,0.015
line_3_12,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,58,60,1,0,0,0.029
branchout_line_3_12,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,60,61,1,0,0,0.031
line_3_13,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,60,62,1,0,0,0.029
branchout_line_3_13,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,62,63,1,0,0,0.015
line_3_14,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,62,64,1,0,0,0.029
branchout_line_3_14,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,64,65,1,0,0,0.031
line_3_15,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,64,66,1,0,0,0.029
branchout_line_3_15,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,66,67,1,0,0,0.015
line_3_16,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,66,68,1,0,0,0.029
branchout_line_3_16,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,68,69,1,0,0,0.031
line_4_1,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,1,70,1,0,0,0.032
branchout_line_4_1,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,70,71,1,0,0,0.015
line_4_2,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,70,72,1,0,0,0.032
branchout_line_4_2,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,72,73,1,0,0,0.031
line_4_3,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,72,74,1,0,0,0.032
branchout_line_4_3,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,74,75,1,0,0,0.015
line_4_4,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,74,76,1,0,0,0.032
branchout_line_4_4,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,76,77,1,0,0,0.031
line_4_5,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,76,78,1,0,0,0.032
branchout_line_4_5,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,78,79,1,0,0,0.015
line_4_6,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,78,80,1,0,0,0.032
branchout_line_4_6,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,80,81,1,0,0,0.031
line_4_7,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,80,82,1,0,0,0.032
branchout_line_4_7,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,82,83,1,0,0,0.015
line_4_8,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,82,84,1,0,0,0.032
branchout_line_4_8,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,84,85,1,0,0,0.031
line_4_9,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,84,86,1,0,0,0.032
branchout_line_4_9,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,86,87,1,0,0,0.015
line_4_10,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,86,88,1,0,0,0.032
branchout_line_4_10,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,88,89,1,0,0,0.031
line_4_11,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,88,90,1,0,0,0.032
branchout_line_4_11,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,90,91,1,0,0,0.015
line_4_12,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,90,92,1,0,0,0.032
branchout_line_4_12,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,92,93,1,0,0,0.031
line_5_1,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,1,94,1,0,0,0.043
branchout_line_5_1,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,94,95,1,0,0,0.015
line_5_2,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,94,96,1,0,0,0.043
branchout_line_5_2,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,96,97,1,0,0,0.031
line_5_3,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,96,98,1,0,0,0.043
branchout_line_5_3,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,98,99,1,0,0,0.015
line_5_4,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,98,100,1,0,0,0.043
branchout_line_5_4,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,100,101,1,0,0,0.031
line_5_5,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,100,102,1,0,0,0.043
branchout_line_5_5,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,102,103,1,0,0,0.015
line_5_6,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,102,104,1,0,0,0.043
branchout_line_5_6,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,104,105,1,0,0,0.031
line_5_7,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,104,106,1,0,0,0.043
branchout_line_5_7,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,106,107,1,0,0,0.015
line_6_1,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,1,108,1,0,0,0.064
branchout_line_6_1,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50,108,109,1,0,0,0.015
line_6_2,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,108,110,1,0,0,0.064
branchout_line_6_2,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,110,111,1,0,0,0.031
line_6_3,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,110,112,1,0,0,0.064
branchout_line_6_3,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,112,113,1,0,0,0.015
line_6_4,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x150,112,114,1,0,0,0.064
branchout_line_6_4,kerber_dorfnetz,kerber_dorfnetz_NAYY 4x50 SE,114,115,1,0,0,0.031
