der_type,der_model_name,definition_type,definition_name,power_per_unit_minimum,power_per_unit_maximum,power_factor_minimum,power_factor_maximum,energy_storage_capacity_per_unit,charging_efficiency,self_discharge_rate,marginal_cost
fixed_load,Two_full-time_working_persons_summer_28_phase_0,schedule,Two_full-time_working_persons_summer_28_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_summer_29_phase_0,schedule,Two_full-time_working_persons_summer_29_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_summer_30_phase_0,schedule,Two_full-time_working_persons_summer_30_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_summer_31_phase_0,schedule,Two_full-time_working_persons_summer_31_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_summer_32_phase_0,schedule,Two_full-time_working_persons_summer_32_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_summer_33_phase_0,schedule,Two_full-time_working_persons_summer_33_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_summer_34_phase_0,schedule,Two_full-time_working_persons_summer_34_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_35_phase_0,schedule,Two_full-time_working_persons_fall_35_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_36_phase_0,schedule,Two_full-time_working_persons_fall_36_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_37_phase_0,schedule,Two_full-time_working_persons_fall_37_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_38_phase_0,schedule,Two_full-time_working_persons_fall_38_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_39_phase_0,schedule,Two_full-time_working_persons_fall_39_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_40_phase_0,schedule,Two_full-time_working_persons_fall_40_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_41_phase_0,schedule,Two_full-time_working_persons_fall_41_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_42_phase_0,schedule,Two_full-time_working_persons_fall_42_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_43_phase_0,schedule,Two_full-time_working_persons_fall_43_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_44_phase_0,schedule,Two_full-time_working_persons_fall_44_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_45_phase_0,schedule,Two_full-time_working_persons_fall_45_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_46_phase_0,schedule,Two_full-time_working_persons_fall_46_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_fall_47_phase_0,schedule,Two_full-time_working_persons_fall_47_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_01_phase_0,schedule,Two_full-time_working_persons_winter_01_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_02_phase_0,schedule,Two_full-time_working_persons_winter_02_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_03_phase_0,schedule,Two_full-time_working_persons_winter_03_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_04_phase_0,schedule,Two_full-time_working_persons_winter_04_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_05_phase_0,schedule,Two_full-time_working_persons_winter_05_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_06_phase_0,schedule,Two_full-time_working_persons_winter_06_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_07_phase_0,schedule,Two_full-time_working_persons_winter_07_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_48_phase_0,schedule,Two_full-time_working_persons_winter_48_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_49_phase_0,schedule,Two_full-time_working_persons_winter_49_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_50_phase_0,schedule,Two_full-time_working_persons_winter_50_phase_0,,,,,,,,
fixed_load,Two_full-time_working_persons_winter_51_phase_0,schedule,Two_full-time_working_persons_winter_51_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_08_phase_0,schedule,Two_pensioneers_spring_08_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_09_phase_0,schedule,Two_pensioneers_spring_09_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_10_phase_0,schedule,Two_pensioneers_spring_10_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_11_phase_0,schedule,Two_pensioneers_spring_11_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_12_phase_0,schedule,Two_pensioneers_spring_12_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_13_phase_0,schedule,Two_pensioneers_spring_13_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_14_phase_0,schedule,Two_pensioneers_spring_14_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_15_phase_0,schedule,Two_pensioneers_spring_15_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_16_phase_0,schedule,Two_pensioneers_spring_16_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_17_phase_0,schedule,Two_pensioneers_spring_17_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_18_phase_0,schedule,Two_pensioneers_spring_18_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_19_phase_0,schedule,Two_pensioneers_spring_19_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_20_phase_0,schedule,Two_pensioneers_spring_20_phase_0,,,,,,,,
fixed_load,Two_pensioneers_spring_21_phase_0,schedule,Two_pensioneers_spring_21_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_22_phase_0,schedule,Two_pensioneers_summer_22_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_23_phase_0,schedule,Two_pensioneers_summer_23_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_24_phase_0,schedule,Two_pensioneers_summer_24_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_25_phase_0,schedule,Two_pensioneers_summer_25_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_26_phase_0,schedule,Two_pensioneers_summer_26_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_27_phase_0,schedule,Two_pensioneers_summer_27_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_28_phase_0,schedule,Two_pensioneers_summer_28_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_29_phase_0,schedule,Two_pensioneers_summer_29_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_30_phase_0,schedule,Two_pensioneers_summer_30_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_31_phase_0,schedule,Two_pensioneers_summer_31_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_32_phase_0,schedule,Two_pensioneers_summer_32_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_33_phase_0,schedule,Two_pensioneers_summer_33_phase_0,,,,,,,,
fixed_load,Two_pensioneers_summer_34_phase_0,schedule,Two_pensioneers_summer_34_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_35_phase_0,schedule,Two_pensioneers_fall_35_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_36_phase_0,schedule,Two_pensioneers_fall_36_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_37_phase_0,schedule,Two_pensioneers_fall_37_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_38_phase_0,schedule,Two_pensioneers_fall_38_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_39_phase_0,schedule,Two_pensioneers_fall_39_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_40_phase_0,schedule,Two_pensioneers_fall_40_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_41_phase_0,schedule,Two_pensioneers_fall_41_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_42_phase_0,schedule,Two_pensioneers_fall_42_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_43_phase_0,schedule,Two_pensioneers_fall_43_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_44_phase_0,schedule,Two_pensioneers_fall_44_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_45_phase_0,schedule,Two_pensioneers_fall_45_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_46_phase_0,schedule,Two_pensioneers_fall_46_phase_0,,,,,,,,
fixed_load,Two_pensioneers_fall_47_phase_0,schedule,Two_pensioneers_fall_47_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_01_phase_0,schedule,Two_pensioneers_winter_01_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_02_phase_0,schedule,Two_pensioneers_winter_02_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_03_phase_0,schedule,Two_pensioneers_winter_03_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_04_phase_0,schedule,Two_pensioneers_winter_04_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_05_phase_0,schedule,Two_pensioneers_winter_05_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_06_phase_0,schedule,Two_pensioneers_winter_06_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_07_phase_0,schedule,Two_pensioneers_winter_07_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_48_phase_0,schedule,Two_pensioneers_winter_48_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_49_phase_0,schedule,Two_pensioneers_winter_49_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_50_phase_0,schedule,Two_pensioneers_winter_50_phase_0,,,,,,,,
fixed_load,Two_pensioneers_winter_51_phase_0,schedule,Two_pensioneers_winter_51_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_08_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_08_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_09_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_09_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_10_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_10_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_11_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_11_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_12_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_12_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_13_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_13_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_14_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_14_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_15_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_15_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_16_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_16_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_17_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_17_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_18_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_18_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_19_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_19_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_20_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_20_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_spring_21_phase_0,schedule,One_full-time_and_one_part-time_working_person_spring_21_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_22_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_22_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_23_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_23_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_24_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_24_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_25_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_25_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_26_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_26_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_27_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_27_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_28_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_28_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_29_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_29_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_30_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_30_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_31_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_31_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_32_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_32_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_33_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_33_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_summer_34_phase_0,schedule,One_full-time_and_one_part-time_working_person_summer_34_phase_0,,,,,,,,
fixed_load,One_full-time_and_one_part-time_working_person_fall_35_phase_0,schedule,One_full-time_and_one_part-time_working_person_fall_35_phase_0,,,,,,,,
