electric_grid_name,transformer_name,transformer_type,node_1_name,node_2_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,connection,apparent_power
singapore_district19,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district19,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district19,3,lossless_transformer,0,3,1,0,0,wye-wye,25000000.0
singapore_district19,4,lossless_transformer,0,4,1,0,0,wye-wye,25000000.0
singapore_district19,5,lossless_transformer,0,5,1,0,0,wye-wye,25000000.0
singapore_district19,6,lossless_transformer,0,6,1,0,0,wye-wye,25000000.0
singapore_district19,7,lossless_transformer,0,7,1,0,0,wye-wye,25000000.0
singapore_district19,8,lossless_transformer,0,8,1,0,0,wye-wye,25000000.0
singapore_district19,9,lossless_transformer,0,9,1,0,0,wye-wye,25000000.0
singapore_district19,10,lossless_transformer,0,10,1,0,0,wye-wye,25000000.0
singapore_district19,11,lossless_transformer,0,11,1,0,0,wye-wye,25000000.0
singapore_district19,12,lossless_transformer,0,12,1,0,0,wye-wye,25000000.0
singapore_district20,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district20,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district21,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district22,1,lossless_transformer,0,1,1,0,0,wye-wye,100000000.0
singapore_district22,2,lossless_transformer,0,2,1,0,0,wye-wye,50000000.0
singapore_district22,3,lossless_transformer,0,3,1,0,0,wye-wye,50000000.0
singapore_district22,4,lossless_transformer,0,4,1,0,0,wye-wye,25000000.0
singapore_district23,1,lossless_transformer,0,1,1,0,0,wye-wye,75000000.0
singapore_district23,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district24,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district24,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district24,3,lossless_transformer,0,3,1,0,0,wye-wye,50000000.0
singapore_district24,4,lossless_transformer,0,4,1,0,0,wye-wye,75000000.0
singapore_district25,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district25,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district26,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district27,1,lossless_transformer,0,1,1,0,0,wye-wye,75000000.0
singapore_district27,2,lossless_transformer,0,2,1,0,0,wye-wye,75000000.0
singapore_district27,3,lossless_transformer,0,3,1,0,0,wye-wye,25000000.0
singapore_district28,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district29,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district29,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district30,1,lossless_transformer,0,1,1,0,0,wye-wye,50000000.0
singapore_district30,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district30,3,lossless_transformer,0,3,1,0,0,wye-wye,50000000.0
singapore_district31,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district31,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district32,1,lossless_transformer,0,1,1,0,0,wye-wye,50000000.0
singapore_district33,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district34,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district34,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district34,3,lossless_transformer,0,3,1,0,0,wye-wye,25000000.0
singapore_district34,4,lossless_transformer,0,4,1,0,0,wye-wye,25000000.0
singapore_district34,5,lossless_transformer,0,5,1,0,0,wye-wye,25000000.0
singapore_district35,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district35,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district35,3,lossless_transformer,0,3,1,0,0,wye-wye,25000000.0
singapore_district36,1,lossless_transformer,0,1,1,0,0,wye-wye,25000000.0
singapore_district36,2,lossless_transformer,0,2,1,0,0,wye-wye,25000000.0
singapore_district36,3,lossless_transformer,0,3,1,0,0,wye-wye,25000000.0
singapore_district36,4,lossless_transformer,0,4,1,0,0,wye-wye,25000000.0
singapore_district36,5,lossless_transformer,0,5,1,0,0,wye-wye,25000000.0
singapore_all,1_1,lossless_transformer,0,1_1,1,0,0,wye-wye,50000000.0
singapore_all,1_2,lossless_transformer,0,1_2,1,0,0,wye-wye,50000000.0
singapore_all,1_3,lossless_transformer,0,1_3,1,0,0,wye-wye,25000000.0
singapore_all,1_4,lossless_transformer,0,1_4,1,0,0,wye-wye,25000000.0
singapore_all,1_5,lossless_transformer,0,1_5,1,0,0,wye-wye,25000000.0
singapore_all,2_1,lossless_transformer,0,2_1,1,0,0,wye-wye,25000000.0
singapore_all,2_2,lossless_transformer,0,2_2,1,0,0,wye-wye,25000000.0
singapore_all,2_3,lossless_transformer,0,2_3,1,0,0,wye-wye,25000000.0
singapore_all,3_1,lossless_transformer,0,3_1,1,0,0,wye-wye,25000000.0
singapore_all,3_2,lossless_transformer,0,3_2,1,0,0,wye-wye,25000000.0
singapore_all,3_3,lossless_transformer,0,3_3,1,0,0,wye-wye,25000000.0
singapore_all,4_1,lossless_transformer,0,4_1,1,0,0,wye-wye,25000000.0
singapore_all,4_2,lossless_transformer,0,4_2,1,0,0,wye-wye,25000000.0
singapore_all,4_3,lossless_transformer,0,4_3,1,0,0,wye-wye,25000000.0
singapore_all,4_4,lossless_transformer,0,4_4,1,0,0,wye-wye,25000000.0
singapore_all,4_5,lossless_transformer,0,4_5,1,0,0,wye-wye,25000000.0
singapore_all,4_6,lossless_transformer,0,4_6,1,0,0,wye-wye,25000000.0
singapore_all,4_7,lossless_transformer,0,4_7,1,0,0,wye-wye,25000000.0
singapore_all,4_8,lossless_transformer,0,4_8,1,0,0,wye-wye,25000000.0
singapore_all,4_9,lossless_transformer,0,4_9,1,0,0,wye-wye,25000000.0
singapore_all,4_10,lossless_transformer,0,4_10,1,0,0,wye-wye,25000000.0
singapore_all,5_1,lossless_transformer,0,5_1,1,0,0,wye-wye,25000000.0
singapore_all,5_2,lossless_transformer,0,5_2,1,0,0,wye-wye,25000000.0
singapore_all,5_3,lossless_transformer,0,5_3,1,0,0,wye-wye,25000000.0
singapore_all,6_1,lossless_transformer,0,6_1,1,0,0,wye-wye,25000000.0
singapore_all,6_2,lossless_transformer,0,6_2,1,0,0,wye-wye,25000000.0
singapore_all,6_3,lossless_transformer,0,6_3,1,0,0,wye-wye,25000000.0
singapore_all,7_1,lossless_transformer,0,7_1,1,0,0,wye-wye,25000000.0
singapore_all,7_2,lossless_transformer,0,7_2,1,0,0,wye-wye,25000000.0
singapore_all,7_3,lossless_transformer,0,7_3,1,0,0,wye-wye,25000000.0
singapore_all,7_4,lossless_transformer,0,7_4,1,0,0,wye-wye,25000000.0
singapore_all,7_5,lossless_transformer,0,7_5,1,0,0,wye-wye,25000000.0
singapore_all,7_6,lossless_transformer,0,7_6,1,0,0,wye-wye,25000000.0
singapore_all,8_1,lossless_transformer,0,8_1,1,0,0,wye-wye,25000000.0
singapore_all,8_2,lossless_transformer,0,8_2,1,0,0,wye-wye,25000000.0
singapore_all,9_1,lossless_transformer,0,9_1,1,0,0,wye-wye,25000000.0
singapore_all,9_2,lossless_transformer,0,9_2,1,0,0,wye-wye,25000000.0
singapore_all,10_1,lossless_transformer,0,10_1,1,0,0,wye-wye,25000000.0
singapore_all,10_2,lossless_transformer,0,10_2,1,0,0,wye-wye,25000000.0
singapore_all,10_3,lossless_transformer,0,10_3,1,0,0,wye-wye,25000000.0
singapore_all,11_1,lossless_transformer,0,11_1,1,0,0,wye-wye,25000000.0
singapore_all,12_1,lossless_transformer,0,12_1,1,0,0,wye-wye,50000000.0
singapore_all,12_2,lossless_transformer,0,12_2,1,0,0,wye-wye,50000000.0
singapore_all,12_3,lossless_transformer,0,12_3,1,0,0,wye-wye,25000000.0
singapore_all,13_1,lossless_transformer,0,13_1,1,0,0,wye-wye,25000000.0
singapore_all,13_2,lossless_transformer,0,13_2,1,0,0,wye-wye,25000000.0
singapore_all,13_3,lossless_transformer,0,13_3,1,0,0,wye-wye,25000000.0
singapore_all,13_4,lossless_transformer,0,13_4,1,0,0,wye-wye,25000000.0
singapore_all,14_1,lossless_transformer,0,14_1,1,0,0,wye-wye,25000000.0
singapore_all,15_1,lossless_transformer,0,15_1,1,0,0,wye-wye,25000000.0
singapore_all,15_2,lossless_transformer,0,15_2,1,0,0,wye-wye,25000000.0
singapore_all,15_3,lossless_transformer,0,15_3,1,0,0,wye-wye,25000000.0
singapore_all,15_4,lossless_transformer,0,15_4,1,0,0,wye-wye,25000000.0
singapore_all,15_5,lossless_transformer,0,15_5,1,0,0,wye-wye,25000000.0
singapore_all,15_6,lossless_transformer,0,15_6,1,0,0,wye-wye,25000000.0
singapore_all,16_1,lossless_transformer,0,16_1,1,0,0,wye-wye,25000000.0
singapore_all,17_1,lossless_transformer,0,17_1,1,0,0,wye-wye,50000000.0
singapore_all,18_1,lossless_transformer,0,18_1,1,0,0,wye-wye,50000000.0
singapore_all,18_2,lossless_transformer,0,18_2,1,0,0,wye-wye,25000000.0
singapore_all,18_3,lossless_transformer,0,18_3,1,0,0,wye-wye,50000000.0
singapore_all,19_1,lossless_transformer,0,19_1,1,0,0,wye-wye,25000000.0
singapore_all,19_2,lossless_transformer,0,19_2,1,0,0,wye-wye,25000000.0
singapore_all,19_3,lossless_transformer,0,19_3,1,0,0,wye-wye,25000000.0
singapore_all,19_4,lossless_transformer,0,19_4,1,0,0,wye-wye,25000000.0
singapore_all,19_5,lossless_transformer,0,19_5,1,0,0,wye-wye,25000000.0
singapore_all,19_6,lossless_transformer,0,19_6,1,0,0,wye-wye,25000000.0
singapore_all,19_7,lossless_transformer,0,19_7,1,0,0,wye-wye,25000000.0
singapore_all,19_8,lossless_transformer,0,19_8,1,0,0,wye-wye,25000000.0
singapore_all,19_9,lossless_transformer,0,19_9,1,0,0,wye-wye,25000000.0
singapore_all,19_10,lossless_transformer,0,19_10,1,0,0,wye-wye,25000000.0
singapore_all,19_11,lossless_transformer,0,19_11,1,0,0,wye-wye,25000000.0
singapore_all,19_12,lossless_transformer,0,19_12,1,0,0,wye-wye,25000000.0
singapore_all,20_1,lossless_transformer,0,20_1,1,0,0,wye-wye,25000000.0
singapore_all,20_2,lossless_transformer,0,20_2,1,0,0,wye-wye,25000000.0
singapore_all,21_1,lossless_transformer,0,21_1,1,0,0,wye-wye,25000000.0
singapore_all,22_1,lossless_transformer,0,22_1,1,0,0,wye-wye,100000000.0
singapore_all,22_2,lossless_transformer,0,22_2,1,0,0,wye-wye,50000000.0
singapore_all,22_3,lossless_transformer,0,22_3,1,0,0,wye-wye,50000000.0
singapore_all,22_4,lossless_transformer,0,22_4,1,0,0,wye-wye,25000000.0
singapore_all,23_1,lossless_transformer,0,23_1,1,0,0,wye-wye,75000000.0
singapore_all,23_2,lossless_transformer,0,23_2,1,0,0,wye-wye,25000000.0
singapore_all,24_1,lossless_transformer,0,24_1,1,0,0,wye-wye,25000000.0
singapore_all,24_2,lossless_transformer,0,24_2,1,0,0,wye-wye,25000000.0
singapore_all,24_3,lossless_transformer,0,24_3,1,0,0,wye-wye,50000000.0
singapore_all,24_4,lossless_transformer,0,24_4,1,0,0,wye-wye,75000000.0
singapore_all,25_1,lossless_transformer,0,25_1,1,0,0,wye-wye,25000000.0
singapore_all,25_2,lossless_transformer,0,25_2,1,0,0,wye-wye,25000000.0
singapore_all,26_1,lossless_transformer,0,26_1,1,0,0,wye-wye,25000000.0
singapore_all,27_1,lossless_transformer,0,27_1,1,0,0,wye-wye,75000000.0
singapore_all,27_2,lossless_transformer,0,27_2,1,0,0,wye-wye,75000000.0
singapore_all,27_3,lossless_transformer,0,27_3,1,0,0,wye-wye,25000000.0
singapore_all,28_1,lossless_transformer,0,28_1,1,0,0,wye-wye,25000000.0
singapore_all,29_1,lossless_transformer,0,29_1,1,0,0,wye-wye,25000000.0
singapore_all,29_2,lossless_transformer,0,29_2,1,0,0,wye-wye,25000000.0
singapore_all,30_1,lossless_transformer,0,30_1,1,0,0,wye-wye,50000000.0
singapore_all,30_2,lossless_transformer,0,30_2,1,0,0,wye-wye,25000000.0
singapore_all,30_3,lossless_transformer,0,30_3,1,0,0,wye-wye,50000000.0
singapore_all,31_1,lossless_transformer,0,31_1,1,0,0,wye-wye,25000000.0
singapore_all,31_2,lossless_transformer,0,31_2,1,0,0,wye-wye,25000000.0
singapore_all,32_1,lossless_transformer,0,32_1,1,0,0,wye-wye,50000000.0
singapore_all,33_1,lossless_transformer,0,33_1,1,0,0,wye-wye,25000000.0
singapore_all,34_1,lossless_transformer,0,34_1,1,0,0,wye-wye,25000000.0
singapore_all,34_2,lossless_transformer,0,34_2,1,0,0,wye-wye,25000000.0
singapore_all,34_3,lossless_transformer,0,34_3,1,0,0,wye-wye,25000000.0
singapore_all,34_4,lossless_transformer,0,34_4,1,0,0,wye-wye,25000000.0
singapore_all,34_5,lossless_transformer,0,34_5,1,0,0,wye-wye,25000000.0
singapore_all,35_1,lossless_transformer,0,35_1,1,0,0,wye-wye,25000000.0
singapore_all,35_2,lossless_transformer,0,35_2,1,0,0,wye-wye,25000000.0
singapore_all,35_3,lossless_transformer,0,35_3,1,0,0,wye-wye,25000000.0
singapore_all,36_1,lossless_transformer,0,36_1,1,0,0,wye-wye,25000000.0
singapore_all,36_2,lossless_transformer,0,36_2,1,0,0,wye-wye,25000000.0
singapore_all,36_3,lossless_transformer,0,36_3,1,0,0,wye-wye,25000000.0
singapore_all,36_4,lossless_transformer,0,36_4,1,0,0,wye-wye,25000000.0
singapore_all,36_5,lossless_transformer,0,36_5,1,0,0,wye-wye,25000000.0
